Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65e9ef010f63657e89fa1338,63e5eb956eab1f2740ac6289,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:01.958000Z,2024-03-07T16:47:04.389000Z,,2024-03-07T16:47:06.028634Z,123.0,C232A6J3,1056,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9ef017e33b08e64ee46e5,6310c063bd0cce86b0289d20,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:38.950000Z,2024-03-07T16:52:55.112000Z,,2024-03-07T16:52:55.922768Z,437.0,C232A6J3,1734,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef0105d31c4ea20c32d7,5739859f12d1d8000735c216,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:56.213000Z,2024-03-07T16:49:27.734000Z,,2024-03-07T16:49:29.304977Z,272.0,C232A6J3,3280,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef020d8e2f43626b860c,60578c6bcf9ae41762bd8adb,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:54.311000Z,2024-03-07T16:48:14.014000Z,,2024-03-07T16:48:14.529527Z,200.0,C232A6J3,401,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef02be5bfba7427dc1e1,62714a240ed387f760f6741b,AWAITING REVIEW,Not Applicable,2024-03-07T16:46:13.126000Z,2024-03-07T16:50:54.638000Z,,2024-03-07T16:50:55.457644Z,282.0,C232A6J3,1724,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
65e9ef02ec26964694c6dd65,63ced717cb553d29a3beac43,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:16.841000Z,2024-03-07T16:52:18.306000Z,,2024-03-07T16:52:19.392832Z,422.0,C232A6J3,1097,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef0301d029e9949c4b97,655e0a82d5d2084400745459,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:55.223000Z,2024-03-07T16:51:14.115000Z,,2024-03-07T16:51:14.680568Z,379.0,C232A6J3,260,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef03469d7798e11b12d5,63f64240799feedb49f09c10,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:51.632000Z,2024-03-07T16:48:12.720000Z,,2024-03-07T16:48:13.528529Z,202.0,C232A6J3,712,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef04b6682797709ff63d,5ea29d4aeeb3d71b9b736017,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:57.309000Z,2024-03-07T16:49:44.875000Z,,2024-03-07T16:49:45.461551Z,288.0,C232A6J3,1667,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9ef04990d240b056127b8,5f9802a1306ea3045e8c0b43,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:52.454000Z,2024-03-07T16:47:38.433000Z,,2024-03-07T16:47:39.263319Z,166.0,C232A6J3,2247,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65e9ef044fdcc272352cfca3,5bb7b83ab791890001f4fd90,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:52.785000Z,2024-03-07T16:52:15.847000Z,,2024-03-07T16:52:17.414516Z,444.0,C232A6J3,2169,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9ef05cc4943b6c8e827c1,5b1562981e55760001ba1e64,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:59.468000Z,2024-03-07T16:48:14.495000Z,,2024-03-07T16:48:15.186395Z,196.0,C232A6J3,2332,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9ef05bc5b2101ea4e80f4,559272f4fdf99b7e42e96932,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:53.424000Z,2024-03-07T16:50:34.789000Z,,2024-03-07T16:50:35.382359Z,342.0,C232A6J3,4580,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9ef9dd1e7a3da1f0cabb7,6512ae672f906eda39b7e9db,AWAITING REVIEW,Not Applicable,2024-03-07T16:47:32.682000Z,2024-03-07T16:57:00.612000Z,,2024-03-07T17:00:14.324131Z,568.0,C232A6J3,348,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
65e9ede86a28f61593c88b32,632ceafce1ba9fd51c9de424,AWAITING REVIEW,Not Applicable,2024-03-07T16:40:08.450000Z,2024-03-07T16:42:44.154000Z,,2024-03-07T16:42:44.767934Z,156.0,C232A6J3,778,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9edf86ad3a93ae116c415,616c98c5821cbeeffb348e40,AWAITING REVIEW,Not Applicable,2024-03-07T16:40:29.060000Z,2024-03-07T16:44:58.419000Z,,2024-03-07T16:45:04.001043Z,270.0,C232A6J3,647,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9edfe393ac2fc61a9b181,594c69ee4b07c400013aa466,AWAITING REVIEW,Not Applicable,2024-03-07T16:40:33.646000Z,2024-03-07T16:42:44.290000Z,,2024-03-07T16:42:45.978285Z,131.0,C232A6J3,1096,33,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
65e9ee0d4fdcc272352cfc48,60e85190b9cffd8fed0a064f,AWAITING REVIEW,Not Applicable,2024-03-07T16:40:59.279000Z,2024-03-07T16:46:27.166000Z,,2024-03-07T16:46:33.201126Z,328.0,C232A6J3,1819,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9ee170789aa859a5dfa91,591c70f8f399850001c51444,AWAITING REVIEW,Not Applicable,2024-03-07T16:41:01.741000Z,2024-03-07T16:44:42.016000Z,,2024-03-07T16:44:42.661950Z,221.0,C232A6J3,1163,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9ee446a28f61593c88b54,5dec1798e4f840300cd3c680,AWAITING REVIEW,Not Applicable,2024-03-07T16:41:43.706000Z,2024-03-07T16:44:32.552000Z,,2024-03-07T16:44:34.125140Z,169.0,C232A6J3,623,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9ee6e3bb7a0a0ef29d354,615eca41d537883c96fc9eec,AWAITING REVIEW,Not Applicable,2024-03-07T16:42:25.708000Z,2024-03-07T16:45:25.241000Z,,2024-03-07T16:45:29.481108Z,180.0,C232A6J3,1653,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9ee7366e6cf48b06d3809,65e1e27aea1b2826655d20c0,AWAITING REVIEW,Not Applicable,2024-03-07T16:42:30.266000Z,2024-03-07T16:45:28.755000Z,,2024-03-07T16:45:31.315268Z,179.0,C232A6J3,25,31,Female,White,Germany,United Kingdom,United Kingdom,English,Yes,Full-Time
65e9eee911da5fcc8ecc9100,5b421b9ac2e3810001763252,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:30.095000Z,2024-03-07T16:52:43.325000Z,,2024-03-07T16:52:44.108056Z,494.0,C232A6J3,2649,36,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9eeeb6eb743374fc6dd7c,5e37fb7f1719dd000b3f5c42,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:31.316000Z,2024-03-07T16:53:42.657000Z,,2024-03-07T16:53:44.085691Z,552.0,C232A6J3,168,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9eeec925d9a04906d4a0c,5daedfcfaebbbb0017ff84af,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:35.137000Z,2024-03-07T16:48:05.577000Z,,2024-03-07T16:48:06.299327Z,211.0,C232A6J3,264,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65e9eeed6ad3a93ae116c486,5cebdd05b52e610018c2d220,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:32.710000Z,2024-03-07T16:49:19.424000Z,,2024-03-07T16:49:20.212733Z,287.0,C232A6J3,1182,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
65e9eeee4a0bace4f4103b51,63d14023fa0173214a9cbaa4,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:33.964000Z,2024-03-07T16:53:06.765000Z,,2024-03-07T16:53:09.521957Z,513.0,C232A6J3,127,32,Female,Black,Zimbabwe,United Kingdom,United Kingdom,English,Yes,Part-Time
65e9eeefbc5b2101ea4e80ea,5e2c8f69cad44b2bc5ce9a34,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:35.909000Z,2024-03-07T16:46:20.013000Z,,2024-03-07T16:46:26.162320Z,105.0,C232A6J3,897,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eeef7b5533e44d8edd71,6441071db76c204f70e132fc,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:42.211000Z,2024-03-07T16:47:18.543000Z,,2024-03-07T16:47:19.104172Z,157.0,C232A6J3,471,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef044025c5db91c0602,60e02be4699a3f5cbe314e99,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:34.529000Z,2024-03-07T16:46:22.189000Z,,2024-03-07T16:46:28.425550Z,108.0,C232A6J3,1836,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
65e9eef1e6f81eca26502168,5dee48a67309b94df13ddbce,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:43.241000Z,2024-03-07T16:49:48.689000Z,,2024-03-07T16:49:49.353319Z,306.0,C232A6J3,1807,77,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9eef19e76060b3096cc5b,62fb7b36fe604ebae1dcf410,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:12.174000Z,2024-03-07T16:49:05.037000Z,,2024-03-07T16:49:05.729620Z,233.0,C232A6J3,909,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef2c999087bab15762d,5f8ee76cfd80ed0af447fa81,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:45.680000Z,2024-03-07T16:50:51.762000Z,,2024-03-07T16:50:52.500722Z,367.0,C232A6J3,141,78,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9eef25bd4c32e400381aa,65a8e00416fa6566fcd58051,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:45.492000Z,2024-03-07T16:48:57.820000Z,,2024-03-07T16:48:58.478046Z,253.0,C232A6J3,137,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef32aa11bd2b9c8898e,5dbb0562b1df1b110ead5bba,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:38.554000Z,2024-03-07T16:48:57.898000Z,,2024-03-07T16:48:58.639743Z,260.0,C232A6J3,1978,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9eef3d39d60e09e4010ab,6303c0bf11a5be642b52830e,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:21.033000Z,2024-03-07T16:54:29.693000Z,,2024-03-07T16:54:30.582351Z,549.0,C232A6J3,610,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef4f15a4234ae157611,5d5eca9f97f8b6001aee9594,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:41.165000Z,2024-03-07T16:49:08.139000Z,,2024-03-07T16:49:08.866786Z,267.0,C232A6J3,1401,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65e9eef6c030b34b6d824b1c,607081b0ecb2499634a349dd,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:42.325000Z,2024-03-07T16:46:19.203000Z,,2024-03-07T16:46:24.494242Z,97.0,C232A6J3,2112,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef6c04f60e3c692e280,629f2a3b1a0be32b974e01d7,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:41.746000Z,2024-03-07T16:47:39.957000Z,,2024-03-07T16:47:40.711024Z,179.0,C232A6J3,783,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef7eedec42c8e6d47db,65cb781b800d57cbac8021d3,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:43.341000Z,2024-03-07T16:48:02.835000Z,,2024-03-07T16:48:03.754016Z,200.0,C232A6J3,26,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9eef717a471e05ee04aaf,5a8a8de6000dab00018cc170,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:39.780000Z,2024-03-07T16:47:09.897000Z,,2024-03-07T16:47:10.537210Z,151.0,C232A6J3,1587,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9eef88aa6c5e107afd817,64a9858be9b52e570ffb3c1e,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:40.377000Z,2024-03-07T16:50:42.470000Z,,2024-03-07T16:50:43.290161Z,363.0,C232A6J3,452,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9eef840b28fb2e3938366,59d3bb3200d4940001817436,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:40.883000Z,2024-03-07T16:47:27.010000Z,,2024-03-07T16:47:27.665496Z,167.0,C232A6J3,548,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eef91605507b17738079,5efa358d3b02ed8465b9a726,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:41.440000Z,2024-03-07T16:47:08.437000Z,,2024-03-07T16:47:09.795684Z,147.0,C232A6J3,1942,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65e9eef993bce5ac2d1cb8f4,5d542c3a5af5900019bc80c4,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:45.388000Z,2024-03-07T16:47:28.401000Z,,2024-03-07T16:47:29.228767Z,164.0,C232A6J3,2538,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eefa3bb7a0a0ef29d388,613bbe68c94dfc382e562d90,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:47.980000Z,2024-03-07T16:46:44.566000Z,,2024-03-07T16:46:45.903656Z,117.0,C232A6J3,1371,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65e9eefa7c503329ae523d5a,5ca5fb084f3e9d0015440d1d,AWAITING REVIEW,Not Applicable,2024-03-07T16:45:08.706000Z,2024-03-07T16:48:38.296000Z,,2024-03-07T16:48:39.134352Z,210.0,C232A6J3,2147,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65e9eefbeedec42c8e6d47df,57d2edf35e9bc90001f76b06,AWAITING REVIEW,Not Applicable,2024-03-07T16:44:46.013000Z,2024-03-07T16:47:20.116000Z,,2024-03-07T16:47:20.837571Z,155.0,C232A6J3,489,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
