Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
666337aff4273b1a11f9bd73,5b421b9ac2e3810001763252,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:33.058000Z,2024-06-07T16:47:10.477000Z,,2024-06-07T16:47:11.006247Z,458.0,CR9UHRS6,2861,36,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b03676132ea478a720,59e39cc9c0d35a0001294f20,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:18.468000Z,2024-06-07T16:54:12.383000Z,,2024-06-07T16:56:12.691662Z,894.0,CR9UHRS6,3388,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337b2092fc237a7f1d78d,57165ba7c5aca2000a8d32ca,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:14.336000Z,2024-06-07T16:42:47.493000Z,,2024-06-07T16:42:48.421067Z,214.0,CR9UHRS6,1260,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
666337b34c8cb98540e6dafe,5d038adefda4bb00013f8afb,AWAITING REVIEW,Not Applicable,2024-06-07T16:40:22.815000Z,2024-06-07T16:46:35.806000Z,,2024-06-07T16:46:36.463184Z,373.0,CR9UHRS6,3157,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b3c5d13d6437b21ad4,5ea00d4b1286ee0008405450,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19.997000Z,2024-06-07T16:44:47.757000Z,,2024-06-07T16:44:48.199504Z,328.0,CR9UHRS6,1469,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b3e3a0971de86a0462,55116f91fdf99b5ef4a94a2b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22.148000Z,2024-06-07T16:42:47.347000Z,,2024-06-07T16:42:48.221002Z,206.0,CR9UHRS6,331,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b43eb4aaa7e7e441c1,56b78f11e77ebe000cbefe79,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:20.812000Z,2024-06-07T16:46:09.987000Z,,2024-06-07T16:46:10.557297Z,410.0,CR9UHRS6,4707,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b46d202e47666dc952,604fa685e33606f9a0ee8189,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:21.252000Z,2024-06-07T16:48:42.472000Z,,2024-06-07T16:48:42.963555Z,562.0,CR9UHRS6,3000,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
666337b54c4f71a2e55ac8b5,5c5586301fe2dd000169d5a1,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:17.874000Z,2024-06-07T16:47:22.947000Z,,2024-06-07T16:47:23.415308Z,486.0,CR9UHRS6,218,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337b6433b1db5a1e074fe,558996f2fdf99b7ae47f5ed2,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:50.170000Z,2024-06-07T16:44:33.450000Z,,2024-06-07T16:44:33.998808Z,284.0,CR9UHRS6,3531,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b673c6f847a31265af,5774ed97d8e8880001b2ff6c,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22.143000Z,2024-06-07T16:44:12.593000Z,,2024-06-07T16:44:13.442743Z,291.0,CR9UHRS6,3211,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337b6a862492c976dc8d3,581ccd016c73180001fa5b2a,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:18.432000Z,2024-06-07T16:47:22.087000Z,,2024-06-07T16:47:22.529134Z,484.0,CR9UHRS6,4796,46,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
666337b7420e291994715f0b,65bfdd21e3748fecb2718c2e,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:23.275000Z,2024-06-07T16:43:18.310000Z,,2024-06-07T16:43:18.775851Z,236.0,CR9UHRS6,208,61,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337b7669c7bd443848b4b,5f744d89a37f7b1e74d264a2,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:22.799000Z,2024-06-07T16:42:27.174000Z,,2024-06-07T16:42:43.229431Z,185.0,CR9UHRS6,2798,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
666337b78baba58c6fd1c008,55d4c46f58c35800113dc131,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:19.743000Z,2024-06-07T16:42:54.299000Z,,2024-06-07T16:42:55.299262Z,215.0,CR9UHRS6,1202,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b78ebee6f125f04ec9,56a7da16c89737000b22953c,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:23.256000Z,2024-06-07T16:44:22.297000Z,,2024-06-07T16:44:22.837815Z,300.0,CR9UHRS6,2663,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b89cf64caa21db6230,5ef5f74fb4a08f2676fb3aba,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:20.545000Z,2024-06-07T16:57:42.407000Z,,2024-06-07T16:57:43.397377Z,1102.0,CR9UHRS6,2512,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b8f1dc3bde25662a9b,5d49d17b3dad1f0001e2aba1,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:20.442000Z,2024-06-07T16:44:07.183000Z,,2024-06-07T16:44:08.240120Z,287.0,CR9UHRS6,2315,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b93a28c2a28c4a17ca,5a0e9f5c9b760100013a7944,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:26.127000Z,2024-06-07T16:44:24.863000Z,,2024-06-07T16:44:25.917115Z,299.0,CR9UHRS6,2660,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337b9e963e99284837318,661403131cecbe255b64ca6f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:21.604000Z,2024-06-07T16:44:41.539000Z,,2024-06-07T16:44:42.098931Z,320.0,CR9UHRS6,172,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337b9f5efa5f9a9ea0a88,5e9edad6e7784d016ed87b36,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:21.014000Z,2024-06-07T16:48:51.355000Z,,2024-06-07T16:48:51.874042Z,571.0,CR9UHRS6,2756,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
666337ba4a3d5b9452f10490,57be9976c5234c00014706c1,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:26.600000Z,2024-06-07T16:45:55.877000Z,,2024-06-07T16:45:56.402953Z,390.0,CR9UHRS6,1715,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337ba83ddf17a8adb62fa,60dcb3f3e2ea696019e59af9,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:27.862000Z,2024-06-07T16:42:45.391000Z,,2024-06-07T16:42:46.589648Z,198.0,CR9UHRS6,231,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337bad6d93cc01c8e0d4c,660d6a1f4a7f1337de235daa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:31.784000Z,2024-06-07T16:51:26.830000Z,,2024-06-07T16:55:12.652666Z,716.0,CR9UHRS6,156,58,Female,Other,Malta,United Kingdom,United Kingdom,English,No,Part-Time
666337bb268bb20e3883733a,5cdc899d48d5f100195fafff,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:28.208000Z,2024-06-07T16:49:55.870000Z,,2024-06-07T16:52:35.548725Z,628.0,CR9UHRS6,2036,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337bb94cf8a2ba0662b1b,5f3e6a07e06e71069f919082,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:34.311000Z,2024-06-07T16:43:22.040000Z,,2024-06-07T16:43:22.534161Z,228.0,CR9UHRS6,2603,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337bc268bb20e3883733d,63c58429db2b7daf0f67d60d,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:28.969000Z,2024-06-07T16:50:59.571000Z,,2024-06-07T16:54:55.929087Z,691.0,CR9UHRS6,1417,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337bcd3ffa96c06e11b02,655e09fc282e4139c82f834a,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:33.756000Z,2024-06-07T16:44:12.588000Z,,2024-06-07T16:44:13.144943Z,279.0,CR9UHRS6,590,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337bd0eaa3979d537ebf4,62a88493755a97cf70b15ddf,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:30.646000Z,2024-06-07T16:44:31.193000Z,,2024-06-07T16:44:31.653311Z,301.0,CR9UHRS6,127,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337bdd2ef2f39abd092ec,5b75ac687dc4b00001af4e50,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:30.598000Z,2024-06-07T16:43:30.738000Z,,2024-06-07T16:43:31.392568Z,241.0,CR9UHRS6,2232,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337bdd61288004c5fbd48,631610af8e747093cd90e00d,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:29.874000Z,2024-06-07T16:45:21.285000Z,,2024-06-07T16:45:21.733344Z,352.0,CR9UHRS6,1654,39,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337be0a3ebc52b0721ee2,637545d6428d85daeedc3df5,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:40.195000Z,2024-06-07T16:47:21.307000Z,,2024-06-07T16:47:21.843256Z,462.0,CR9UHRS6,1850,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337be7bf9abb6bee6dae2,5a62207c13898300014b1fbb,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:30.637000Z,2024-06-07T16:43:34.094000Z,,2024-06-07T16:43:34.577948Z,244.0,CR9UHRS6,1419,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
666337bea93ec63c307271ae,63d79d9bdcff357d2f18fff0,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:30.326000Z,2024-06-07T16:41:37.794000Z,,2024-06-07T16:42:24.937176Z,128.0,CR9UHRS6,1132,31,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
666337bf163c9fe945e441a5,596913be670f410001fe9273,AWAITING REVIEW,Not Applicable,2024-06-07T16:40:41.806000Z,2024-06-07T16:45:33.168000Z,,2024-06-07T16:45:34.025405Z,292.0,CR9UHRS6,420,25,Male,Asian,Nepal,United Kingdom,United Kingdom,Nepali,DATA_EXPIRED,Full-Time
666337bf599eb16767ff778e,60bf706fc3b12a3c4f11a487,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:32.963000Z,2024-06-07T16:45:20.684000Z,,2024-06-07T16:45:21.518376Z,348.0,CR9UHRS6,138,21,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
666337bfd547a57de365d355,63d79fcd741f9cfb2f87152f,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:46.565000Z,2024-06-07T16:46:46.865000Z,,2024-06-07T16:46:47.894811Z,421.0,CR9UHRS6,1781,48,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Other
666337c00915a31f9032ccd3,5e62ece11e3088084e0039b8,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:38.804000Z,2024-06-07T16:49:54.340000Z,,2024-06-07T16:52:34.618932Z,616.0,CR9UHRS6,2454,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c01f2946a51b04d037,5d1a69d8f97a18001977e0d7,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:32.868000Z,2024-06-07T16:45:07.938000Z,,2024-06-07T16:45:08.504846Z,336.0,CR9UHRS6,3880,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c0573d0980fb9a0575,66350282637e3f6f399f375b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:34.066000Z,2024-06-07T16:48:09.410000Z,,2024-06-07T16:48:09.937654Z,516.0,CR9UHRS6,12,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
666337c0b6fdafcff6442960,629f6b8c65fcae219e245284,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:47.597000Z,2024-06-07T16:43:25.498000Z,,2024-06-07T16:43:26.607228Z,218.0,CR9UHRS6,2045,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
666337c0bc39ff60094a8912,640105daa923d3f5f2669039,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:28.137000Z,2024-06-07T16:48:26.907000Z,,2024-06-07T16:48:27.704715Z,539.0,CR9UHRS6,771,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
666337c112e0e30cea59e7a2,572f526c3c27e7000e0b8aaa,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:29.299000Z,2024-06-07T16:48:48.034000Z,,2024-06-07T16:48:48.956134Z,559.0,CR9UHRS6,4661,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
666337c169f9da53edec1910,5b1d867ac9d3cb000110529a,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:38.502000Z,2024-06-07T16:49:40.426000Z,,2024-06-07T16:52:18.247688Z,602.0,CR9UHRS6,1703,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
666337c1e56c2cc87923c295,60fc0509aec9e4bdf885cfa0,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:33.637000Z,2024-06-07T16:42:58.913000Z,,2024-06-07T16:43:00.686285Z,206.0,CR9UHRS6,762,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c1ef009fcce5758c95,6042043e8399b51f696c5cda,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:49.197000Z,2024-06-07T16:52:44.638000Z,,2024-06-07T16:55:46.964622Z,776.0,CR9UHRS6,411,41,Male,White,United States,United Kingdom,United Kingdom,English,No,Other
666337c22a9b76cf09442972,6156fef09d1ab07148870099,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:36.252000Z,2024-06-07T16:44:16.817000Z,,2024-06-07T16:44:19.735929Z,281.0,CR9UHRS6,2172,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c26122743d32d1bfbc,6310eda535a15a7ca2e0cfbc,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:37.639000Z,2024-06-07T16:44:24.588000Z,,2024-06-07T16:44:25.125429Z,287.0,CR9UHRS6,1617,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c32e7687ac59af519e,5dc5da21d999de45a504651b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:38.232000Z,2024-06-07T16:45:17.171000Z,,2024-06-07T16:45:17.673962Z,339.0,CR9UHRS6,2729,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
666337c3ef009fcce5758c9a,5ef1e33a86d17508df13c097,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:41.840000Z,2024-06-07T16:43:18.950000Z,,2024-06-07T16:43:19.434990Z,218.0,CR9UHRS6,1755,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337c4020c92998e11da5f,665734c7a344f079c08ab102,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:41.674000Z,2024-06-07T16:48:57.403000Z,,2024-06-07T16:48:57.977085Z,556.0,CR9UHRS6,30,26,Female,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time
666337c465e9ecaa09f32103,6319fe78b47336fe7e05230c,AWAITING REVIEW,Not Applicable,2024-06-07T16:40:36.152000Z,2024-06-07T16:48:27.197000Z,,2024-06-07T16:48:27.786828Z,472.0,CR9UHRS6,1777,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c46d4f0123cbf10444,62b4370c9a89e5a09c4447de,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:36.365000Z,2024-06-07T16:47:36.770000Z,,2024-06-07T16:47:37.558842Z,481.0,CR9UHRS6,1324,41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,DATA_EXPIRED,DATA_EXPIRED,Part-Time
666337c4a7a1d8a178000ab0,5847e40d6cca010001fe2d64,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:38.701000Z,2024-06-07T16:45:02.288000Z,,2024-06-07T16:45:02.701521Z,324.0,CR9UHRS6,2547,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
666337c52b50ddaae9b702a6,6414687ee84275780cfe8acf,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:41.375000Z,2024-06-07T16:44:45.763000Z,,2024-06-07T16:44:46.298374Z,305.0,CR9UHRS6,82,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
666337c56d4f0123cbf10447,6278270bfb2439bf3abf192d,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:47.283000Z,2024-06-07T16:46:37.213000Z,,2024-06-07T16:46:37.924264Z,410.0,CR9UHRS6,1847,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337c5e93da6d9c6ce01f1,5b2bcfb51835660001cc6751,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:36.023000Z,2024-06-07T16:47:10.514000Z,,2024-06-07T16:47:11.661438Z,455.0,CR9UHRS6,1694,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
666337c60915a31f9032ccd9,6611256f5cdc2614791df8d8,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:38.315000Z,2024-06-07T16:49:57.896000Z,,2024-06-07T16:52:40.852235Z,620.0,CR9UHRS6,172,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c60eaa3979d537ebfa,6606d4f4acdc3a6b8200c0ee,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:39.862000Z,2024-06-07T16:44:20.317000Z,,2024-06-07T16:44:20.889378Z,281.0,CR9UHRS6,205,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
666337c68c8ac060d7f9f967,6658b9982372dfd4a6fdbf22,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:37.675000Z,2024-06-07T16:43:18.279000Z,,2024-06-07T16:43:18.895579Z,221.0,CR9UHRS6,31,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c70a3ebc52b0721ee5,600599380fead27fd64432c6,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:39.431000Z,2024-06-07T16:45:56.158000Z,,2024-06-07T16:45:58.055852Z,377.0,CR9UHRS6,289,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
666337c71f9d20fc9d54ef0f,63fbf0e3b18cc14adc0dbfb6,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:35.173000Z,2024-06-07T16:52:29.485000Z,,2024-06-07T16:55:38.786215Z,775.0,CR9UHRS6,1120,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c72800a2f5ac4e9dd2,665db4b0bd35a697674ddc6e,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:52.392000Z,2024-06-07T16:50:34.587000Z,,2024-06-07T16:54:18.398375Z,643.0,CR9UHRS6,23,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
666337c7d11b27b999a3c0ef,665c050b07508f6c4f8d01e0,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:43.197000Z,2024-06-07T16:43:25.068000Z,,2024-06-07T16:43:25.558623Z,222.0,CR9UHRS6,29,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c895b7e9d235ec18d8,663d68e807640657499d183b,AWAITING REVIEW,Not Applicable,2024-06-07T16:42:28.803000Z,2024-06-07T16:48:21.685000Z,,2024-06-07T16:48:22.178935Z,353.0,CR9UHRS6,95,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
666337c8f5efa5f9a9ea0a8e,6658b5e5298aedbc9b7abc3a,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:41.536000Z,2024-06-07T16:45:58.705000Z,,2024-06-07T16:45:59.193798Z,378.0,CR9UHRS6,18,18,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c91e208f9165a33f42,63468b5809bf04222262bfed,AWAITING REVIEW,Not Applicable,2024-06-07T16:48:18.743000Z,2024-06-07T16:55:39.120000Z,,2024-06-07T16:56:28.439408Z,441.0,CR9UHRS6,1978,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337c973c07122976672ed,5caa11e5a15c9800161ad16d,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:42.022000Z,2024-06-07T16:44:43.206000Z,,2024-06-07T16:44:44.617404Z,302.0,CR9UHRS6,2266,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337c9e93da6d9c6ce01f4,6659ed61566ce6a7ff2d5989,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:46.926000Z,2024-06-07T16:50:53.711000Z,,2024-06-07T16:54:50.426956Z,667.0,CR9UHRS6,17,23,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337ca3676132ea478a72b,6349561a894e0d5174e3db4a,AWAITING REVIEW,Not Applicable,2024-06-07T16:41:12.204000Z,2024-06-07T16:46:33.531000Z,,2024-06-07T16:46:34.143753Z,322.0,CR9UHRS6,675,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
666337cad3ffa96c06e11b09,6009c2e026bf46086f1c7267,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:44.078000Z,2024-06-07T16:43:57.355000Z,,2024-06-07T16:43:57.867067Z,254.0,CR9UHRS6,413,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
666337cb4f18e076f66a04d1,5e4feb8037713502e9ed364b,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:59.657000Z,2024-06-07T16:43:54.674000Z,,2024-06-07T16:43:55.260340Z,236.0,CR9UHRS6,1887,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
666337cbf8ffafa7944092d1,63b5a88ec37efbd8f3cf0329,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:50.865000Z,2024-06-07T16:46:32.226000Z,,2024-06-07T16:46:32.688046Z,402.0,CR9UHRS6,621,63,Female,White,Cyprus,United Kingdom,United Kingdom,English,No,Part-Time
666337cc120256ecf84a17cd,6659cc755e12f99a9efc39e5,AWAITING REVIEW,Not Applicable,2024-06-07T16:39:47.293000Z,2024-06-07T16:45:36.590000Z,,2024-06-07T16:45:37.110094Z,350.0,CR9UHRS6,19,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
